URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.inflowinventory.com/blog/what-is-kitting-and-bundling/,0.04,7,13,0,1,3,0,0,0,3,10,0,0,0,8
https://www.inflowinventory.com/blog/inventory-management-techniques-best-practices-small-business/,0.04,50,13,0,2,22,0,0,0,2,11,0,0,0,5
https://www.inflowinventory.com/blog/best-barcode-scanner/,0.03,83,12,0,18,8,0,3,0,10,8,0,0,0,-8
https://www.inflowinventory.com/blog/business-order-form-template/,0.03,46,11,0,0,17,0,15,0,0,11,0,11,0,-4
https://www.inflowinventory.com/blog/automation-and-green-manufacturing/,0.03,19,11,0,0,15,0,2,0,0,11,0,1,0,9
https://showroom.inflowinventory.com/e4738a67-ef80-464a-a5e1-5a96bfeb2fb7,0.03,6,10,0,1,1,0,0,0,10,0,0,0,0,-2
https://www.inflowinventory.com/blog/recycling-and-repurposing-obsolete-goods-and-overstock/,0.03,8,10,0,1,2,1,1,0,1,9,0,0,0,-10
https://www.inflowinventory.com/use-cases/wholesale-software,0.03,32,10,0,6,13,0,5,0,6,3,0,0,0,1
https://www.inflowinventory.com/blog/how-to-do-smarter-inventory-forecasting-a-guide-for-small-businesses/,0.02,32,9,0,9,15,0,0,0,5,5,0,0,0,8
https://www.inflowinventory.com/blog/stock-control-system/,0.02,24,8,0,0,9,0,1,0,0,7,0,0,0,-15
https://www.inflowinventory.com/blog/the-ultimate-barcoding-guide/,0.02,64,8,0,8,39,4,5,0,3,2,0,3,0,-54
https://www.inflowinventory.com/gtin-barcodes,0.02,85,7,0,6,18,1,12,0,1,4,0,2,0,-6
https://www.inflowinventory.com/blog/3pl-vs-4pl-logistics/,0.01,24,6,0,4,8,0,0,0,2,5,0,0,0,4
https://www.inflowinventory.com/download,0.01,13,6,0,2,7,0,3,0,0,6,0,0,0,-108
https://www.inflowinventory.com/blog/construction-material-cost/,0.01,48,6,0,1,16,0,5,0,0,6,0,0,0,4
https://www.inflowinventory.com/blog/barcode-labels-barcoding-shelves-barcoding-inventory/,0.01,8,6,0,1,3,2,1,0,0,6,0,1,0,0
https://www.inflowinventory.com/blog/how-tariffs-work/,0.01,52,5,0,1,9,0,0,0,1,3,0,0,0,-3
