URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.sortly.com/blog/asset-management-systems/,0.2,39,129,0,0,18,1,1,0,0,127,0,0,0,72
https://www.sortly.com/industries/hvac-inventory-management-software/,0.2,13,125,1,3,4,0,1,0,48,83,0,42,0,52
https://www.sortly.com/blog/rfid-vs-barcode-for-inventory-management/,0.19,94,119,1,21,58,2,9,0,61,66,1,9,0,19
https://www.sortly.com/blog/track-inventory-free/,0.16,31,104,0,6,13,0,1,0,15,89,0,0,0,33
https://www.sortly.com/solutions/supplies-and-consumables-software/raw-materials/,0.14,22,92,2,2,10,0,3,0,10,82,0,44,0,27
https://www.sortly.com/blog/pharmacy-inventory-management-best-practices/,0.13,40,85,0,1,25,0,2,0,4,81,0,2,0,3
https://www.sortly.com/blog/inventory-management-best-practices-in-construction/,0.13,24,85,0,3,7,0,0,0,54,31,0,0,0,54
https://www.sortly.com/blog/markup-vs-margin/,0.13,180,84,8,55,70,0,1,0,40,59,0,0,0,55
https://www.sortly.com/blog/how-to-organize-a-stockroom/,0.12,47,79,0,9,24,3,2,0,19,69,7,5,0,28
https://www.sortly.com/blog/6-inspiring-quotes-for-getting-organized-manage-and-maintain-business-better/,0.12,29,79,0,1,20,0,2,0,3,79,0,2,0,-52
https://www.sortly.com/glossary/inventory-list/,0.12,26,79,0,1,19,0,0,1,0,79,0,0,0,31
https://www.sortly.com/blog/what-is-computerized-inventory-system/,0.12,28,78,0,3,18,0,0,0,26,78,0,0,0,-7
https://www.sortly.com/blog/sku-management-guide/,0.12,31,75,2,2,17,0,0,0,10,75,0,0,0,31
https://www.sortly.com/blog/types-of-equipment-maintenance/,0.11,119,73,0,13,60,1,2,2,18,54,1,1,0,8
https://www.sortly.com/solutions/home-inventory-software/moving/,0.11,56,73,0,8,12,2,3,0,3,70,0,56,0,30
https://www.sortly.com/blog/multiple-location-inventory-management/,0.11,28,70,0,7,16,0,1,0,20,63,0,0,0,42
https://www.sortly.com/blog/assets-vs-inventory/,0.1,42,64,2,10,23,0,1,0,44,64,0,0,0,4
https://www.sortly.com/careers/,0.08,20,56,0,2,0,0,0,0,56,0,0,0,0,0
https://www.sortly.com/blog/how-to-label-inventory/,0.08,45,55,0,4,26,0,3,0,1,53,0,0,0,14
https://www.sortly.com/blog/how-to-create-a-purchase-order/,0.08,31,54,0,1,13,0,7,0,0,54,0,24,0,-7
https://www.sortly.com/blog/a-guide-to-rfps-request-for-proposal-in-construction/,0.08,35,53,0,1,25,0,0,0,0,53,0,0,0,14
https://www.sortly.com/solutions/asset-tracking-software/tool-tracking/,0.08,48,52,4,7,17,0,1,0,8,46,0,0,0,6
https://www.sortly.com/blog/rfid-asset-tracking/,0.07,82,47,0,8,35,0,12,0,14,34,0,9,0,7
https://www.sortly.com/blog/excel-inventory-template/,0.07,129,47,0,2,48,0,12,0,0,45,0,8,0,25
https://www.sortly.com/blog/perpetual-inventory-and-physical-inventory/,0.07,77,46,0,15,23,0,0,0,26,15,0,0,0,0
https://www.sortly.com/blog/best-warehouse-management-software/,0.07,10,44,0,1,0,0,0,0,44,0,0,0,0,44
https://www.sortly.com/blog/how-to-keep-track-of-consumables/,0.06,48,43,0,0,15,0,2,0,0,31,0,4,0,5
https://www.sortly.com/blog/how-to-make-barcodes-for-small-business/,0.06,26,42,0,4,15,0,4,0,3,42,0,10,0,0
https://www.sortly.com/glossary/mro-inventory/,0.06,48,41,0,1,22,0,2,0,0,40,0,3,0,-3
https://www.sortly.com/glossary/inventory-cycle-counting/,0.06,49,41,0,1,35,0,1,0,0,41,0,0,0,29
https://www.sortly.com/industries/plumbing-inventory-management-software/,0.06,18,39,0,3,5,0,0,0,33,17,0,0,0,11
https://www.sortly.com/industries/government-inventory-management-software/,0.06,6,38,0,4,5,0,0,0,32,38,0,0,0,20
https://www.sortly.com/industries/events-inventory-management-software/,0.06,10,38,1,0,5,0,1,0,0,38,0,0,0,11
https://www.sortly.com/glossary/kitting/,0.05,31,36,0,0,20,0,1,0,0,33,0,3,0,15
https://www.sortly.com/blog/year-end-inventory/,0.05,23,34,0,2,16,0,0,0,0,34,0,0,0,0
https://www.sortly.com/blog/equipment-inventory-management-best-practices/,0.05,22,32,0,0,13,0,4,0,0,32,0,8,0,10
https://www.sortly.com/blog/how-much-does-inventory-software-cost/,0.04,25,31,0,3,9,0,2,0,1,26,0,5,0,23
https://www.sortly.com/industries/restaurant-inventory-management-software/,0.04,69,31,2,7,16,0,3,0,11,20,0,1,0,-3
https://www.sortly.com/blog/asset-tagging-guide/,0.04,69,31,0,1,27,0,0,0,0,29,0,0,0,26
https://www.sortly.com/blog/what-is-lifo-last-in-first-out-inventory-method-101/,0.04,60,29,0,1,25,0,0,0,0,29,0,0,0,18
https://www.sortly.com/blog/inventory-management-purpose/,0.04,53,29,0,3,15,0,1,0,7,22,0,0,0,0
https://www.sortly.com/blog/tool-crib-set-up/,0.04,23,28,0,6,6,2,0,0,25,1,2,0,0,0
https://www.sortly.com/blog/what-is-the-best-way-to-keep-track-of-inventory/,0.04,22,28,0,4,7,0,0,0,1,28,0,0,0,10
https://www.sortly.com/blog/what-is-the-best-way-to-count-inventory/,0.04,50,27,1,2,24,0,0,0,1,26,0,0,0,-29
https://www.sortly.com/industries/dental-inventory-management-software/,0.04,7,27,0,3,3,0,0,0,16,22,0,0,0,15
https://www.sortly.com/blog/parts-inventory-management-best-practices/,0.04,50,26,0,4,24,4,3,0,6,20,1,0,0,-38
https://www.sortly.com/blog/inventory-management-best-practices/,0.04,39,26,1,4,21,0,2,0,2,24,0,12,0,7
https://www.sortly.com/blog/asset-management-qr-code/,0.04,18,25,0,1,8,0,3,0,6,25,0,1,0,6
https://www.sortly.com/blog/how-to-manage-a-fleet/,0.04,36,25,0,1,18,0,0,0,0,25,0,0,0,-196
https://www.sortly.com/blog/how-to-store-construction-materials/,0.04,37,25,0,7,2,0,0,0,25,7,0,0,0,2
https://www.sortly.com/blog/how-to-use-barcodes-for-tool-tracking/,0.04,26,25,0,3,17,0,6,0,11,25,0,9,0,-3
https://www.sortly.com/blog/how-to-take-inventory-for-small-businesses/,0.04,38,25,0,3,32,1,2,0,1,25,0,0,0,4
https://www.sortly.com/blog/top-5-software-asset-management-tools/,0.03,27,24,0,6,6,1,0,0,19,21,2,0,0,24
https://help.sortly.com/hc/en-us/articles/22134792509339-QuickBooks-Online-Integration,0.03,2,24,0,0,1,1,1,0,0,0,24,24,0,0
https://www.sortly.com/industries/education-inventory-management-software/,0.03,6,24,0,0,4,0,1,0,0,24,0,4,0,5
https://www.sortly.com/blog/calculating-raw-materials-inventory/,0.03,52,23,0,1,19,0,1,0,0,23,0,0,0,2
https://www.sortly.com/blog/how-to-store-medical-supplies/,0.03,35,22,0,13,23,0,4,0,15,22,0,0,0,8
https://www.sortly.com/blog/manual-vs-automated-inventory-management/,0.03,28,21,0,2,12,0,0,0,4,21,0,0,0,-3
https://www.sortly.com/blog/how-to-choose-asset-tracking-software/,0.03,110,21,0,32,35,7,2,0,13,16,0,1,0,11
https://www.sortly.com/glossary/landed-cost/,0.03,31,20,0,1,20,0,1,0,0,20,0,0,0,8
https://www.sortly.com/blog/abc-analysis/,0.03,26,20,0,0,16,0,1,0,0,8,0,0,0,20
https://www.sortly.com/industries/maintenance-inventory-management-software/,0.03,10,20,0,2,7,0,1,0,0,20,0,11,0,8
https://www.sortly.com/blog/best-barcode-generator/,0.03,64,19,0,8,29,2,2,0,0,19,0,0,0,-15
https://www.sortly.com/blog/how-to-perform-an-asset-audit/,0.02,17,18,0,3,8,0,0,0,2,18,0,0,0,-10
https://www.sortly.com/blog/how-to-order-inventory/,0.02,11,18,0,1,10,0,0,0,0,18,0,0,0,10
https://www.sortly.com/glossary/warehouse-management-system/,0.02,110,18,0,4,26,0,0,0,6,18,0,0,0,-23
https://www.sortly.com/blog/inventory-vs-supplies/,0.02,54,18,0,3,26,1,0,0,4,18,0,0,0,-37
https://www.sortly.com/blog/small-business-inventory-sheet/,0.02,23,18,3,1,12,0,1,0,1,17,0,1,0,9
https://www.sortly.com/blog/how-to-inventory-your-tools/,0.02,70,17,0,2,32,1,4,1,3,15,0,0,0,-14
https://www.sortly.com/blog/how-to-reduce-manufacturing-waste/,0.02,19,17,0,1,12,0,0,0,0,17,0,0,0,13
https://www.sortly.com/industries/electrical-inventory-management/,0.02,6,16,0,1,3,0,1,0,5,6,0,5,0,13
https://help.sortly.com/hc/en-us/articles/360037385792-Create-QR-Code-and-Barcode-Labels,0.02,45,16,0,4,7,0,2,0,5,11,0,0,0,-4
https://www.sortly.com/industries/aviation-inventory-management-software/,0.02,13,16,0,1,2,1,0,0,9,15,1,0,0,0
https://help.sortly.com/hc/en-us/articles/360035774271-Sortly-Pricing-Plan-Information,0.01,5,12,0,0,0,3,2,0,0,0,12,8,0,0
https://www.sortly.com/solutions/supplies-and-consumables-software/,0.01,12,12,0,1,4,1,0,0,3,9,0,0,0,0
