URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.fishbowlinventory.com/blog/ways-to-quality-control-inventory-and-reduce-waste,0.07,17,15,0,1,15,0,0,0,0,15,0,0,0,14
https://www.fishbowlinventory.com/blog/connective-ecommerce,0.07,8,15,0,1,7,0,0,0,0,15,0,0,0,0
https://help.fishbowlinventory.com/advanced/s/Release-Notes-archive,0.06,9,14,0,0,4,2,6,1,0,13,1,14,0,0
https://help.fishbowlinventory.com/advanced/s/article/Fishbowl-for-Mac,0.06,12,14,0,0,2,2,3,0,0,13,1,14,0,13
https://www.fishbowlinventory.com/blog/cross-docking,0.06,53,14,0,3,13,1,0,0,0,13,0,0,0,0
https://www.fishbowlinventory.com/blog/implementation-of-upc-tracking-system,0.06,3,13,0,1,3,0,1,0,0,13,0,0,0,0
https://www.fishbowlinventory.com/blog/effective-ways-to-reduce-manufacturing-waste,0.05,19,12,0,1,10,0,1,0,0,12,0,0,0,4
https://shop.fishbowlinventory.com/resources/blog/quickbook-prices/,0.05,259,12,0,6,19,30,26,0,2,5,1,2,0,-5
https://www.fishbowlinventory.com/blog/how-to-improve-warehouse-logistics-challenges-and-best-practices,0.05,32,12,0,6,18,5,1,0,5,10,0,0,0,-19
https://www.fishbowlinventory.com/blog/xero-vs-quickbooks-online,0.05,57,11,0,28,21,9,3,0,11,0,0,0,0,4
https://www.fishbowlinventory.com/blog/how-to-account-for-consigned-inventory,0.05,45,11,0,2,23,0,2,0,0,11,0,0,0,1
https://www.fishbowlinventory.com/demo,0.05,12,11,82,4,7,0,3,0,4,8,0,2,0,-3
https://www.fishbowlinventory.com/blog/surgical-inventory-management,0.05,4,11,0,1,3,0,0,0,0,11,0,0,0,7
https://www.fishbowlinventory.com/blog/backorder-causes-pros-cons-and-best-practices,0.04,14,10,0,1,4,0,0,0,0,9,0,0,0,3
https://www.fishbowlinventory.com/blog/automated-inventory-management,0.04,25,10,0,0,11,0,1,0,0,10,0,0,0,1
